Register Address,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
22790,FW,193,2,0,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22791,FW,193,2,0,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22792,FW,193,2,0,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22793,FW,193,2,1,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22794,FW,193,2,1,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22795,FW,193,2,1,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22796,FW,193,2,1,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22797,FW,193,2,2,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22798,FW,193,2,2,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22799,FW,193,2,2,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22800,FW,193,2,2,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22801,FW,193,2,3,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22802,FW,193,2,3,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22803,FW,193,2,3,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22804,FW,193,2,3,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22805,FW,193,2,4,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22806,FW,193,2,4,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22807,FW,193,2,4,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22808,FW,193,2,4,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22809,FW,194,0,0,98,Return limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22810,FW,194,0,0,99,Power limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22811,FW,194,0,0,110,Valve setting station,,U8,0,General,General,1,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22812,FW,194,0,0,22021,Plant flow sensor set temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22813,FW,194,0,0,21059,Plant flow sensor actual temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22814,FW,194,0,0,22055,AVP pump,,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22815,FW,194,0,0,22056,YAV pump,,S8,0,General,General,1,0,1,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22816,FW,194,0,0,21092,Buffer fill level,,U8,0,General,General,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22817,FW,194,0,0,21093,Pressure,,U16,0,General,General,1,0,0,No,kPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22818,FW,194,1,0,1021,mixer,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22819,FW,194,1,0,1020,Pump,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22820,FW,194,1,0,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22821,FW,194,1,1,1021,mixer,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22822,FW,194,1,1,1020,Pump,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22823,FW,194,1,1,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22824,FW,194,1,2,1021,mixer,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22825,FW,194,1,2,1020,Pump,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22826,FW,194,1,2,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22827,FW,194,1,3,1021,mixer,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22828,FW,194,1,3,1020,Pump,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22829,FW,194,1,3,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22830,FW,194,1,4,1021,mixer,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22831,FW,194,1,4,1020,Pump,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22832,FW,194,1,4,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22833,FW,194,2,0,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22834,FW,194,2,0,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22835,FW,194,2,0,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22836,FW,194,2,0,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22837,FW,194,2,1,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22838,FW,194,2,1,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22839,FW,194,2,1,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22840,FW,194,2,1,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22841,FW,194,2,2,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22842,FW,194,2,2,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22843,FW,194,2,2,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22844,FW,194,2,2,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22845,FW,194,2,3,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22846,FW,194,2,3,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22847,FW,194,2,3,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22848,FW,194,2,3,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22849,FW,194,2,4,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22850,FW,194,2,4,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22851,FW,194,2,4,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22852,FW,194,2,4,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22853,FW,195,0,0,98,Return limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22854,FW,195,0,0,99,Power limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22855,FW,195,0,0,110,Valve setting station,,U8,0,General,General,1,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22856,FW,195,0,0,22021,Plant flow sensor set temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22857,FW,195,0,0,21059,Plant flow sensor actual temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22858,FW,195,0,0,22055,AVP pump,,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22859,FW,195,0,0,22056,YAV pump,,S8,0,General,General,1,0,1,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22860,FW,195,0,0,21092,Buffer fill level,,U8,0,General,General,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22861,FW,195,0,0,21093,Pressure,,U16,0,General,General,1,0,0,No,kPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22862,FW,195,1,0,1021,mixer,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22863,FW,195,1,0,1020,Pump,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22864,FW,195,1,0,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22865,FW,195,1,1,1021,mixer,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22866,FW,195,1,1,1020,Pump,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867,FW,195,1,1,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22868,FW,195,1,2,1021,mixer,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22869,FW,195,1,2,1020,Pump,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22870,FW,195,1,2,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871,FW,195,1,3,1021,mixer,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22872,FW,195,1,3,1020,Pump,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22873,FW,195,1,3,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22874,FW,195,1,4,1021,mixer,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22875,FW,195,1,4,1020,Pump,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22876,FW,195,1,4,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22877,FW,195,2,0,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22878,FW,195,2,0,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22879,FW,195,2,0,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22880,FW,195,2,0,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22881,FW,195,2,1,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22882,FW,195,2,1,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22883,FW,195,2,1,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22884,FW,195,2,1,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22885,FW,195,2,2,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22886,FW,195,2,2,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22887,FW,195,2,2,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22888,FW,195,2,2,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22889,FW,195,2,3,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22890,FW,195,2,3,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891,FW,195,2,3,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22892,FW,195,2,3,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22893,FW,195,2,4,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22894,FW,195,2,4,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22895,FW,195,2,4,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22896,FW,195,2,4,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22897,FW,196,0,0,98,Return limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22898,FW,196,0,0,99,Power limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22899,FW,196,0,0,110,Valve setting station,,U8,0,General,General,1,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22900,FW,196,0,0,22021,Plant flow sensor set temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901,FW,196,0,0,21059,Plant flow sensor actual temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22902,FW,196,0,0,22055,AVP pump,,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22903,FW,196,0,0,22056,YAV pump,,S8,0,General,General,1,0,1,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22904,FW,196,0,0,21092,Buffer fill level,,U8,0,General,General,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22905,FW,196,0,0,21093,Pressure,,U16,0,General,General,1,0,0,No,kPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22906,FW,196,1,0,1021,mixer,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907,FW,196,1,0,1020,Pump,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908,FW,196,1,0,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22909,FW,196,1,1,1021,mixer,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22910,FW,196,1,1,1020,Pump,,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22911,FW,196,1,1,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22912,FW,196,1,2,1021,mixer,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22913,FW,196,1,2,1020,Pump,,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22914,FW,196,1,2,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915,FW,196,1,3,1021,mixer,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22916,FW,196,1,3,1020,Pump,,U8,0,Heating circ.,Heat. circ. 4,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22917,FW,196,1,3,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918,FW,196,1,4,1021,mixer,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22919,FW,196,1,4,1020,Pump,,U8,0,Heating circ.,Heat. circ. 5,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22920,FW,196,1,4,1002,Supply setpoint,,S16,1,Heating circ.,Heat. circ. 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22921,FW,196,2,0,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22922,FW,196,2,0,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22923,FW,196,2,0,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924,FW,196,2,0,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 1,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925,FW,196,2,1,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22926,FW,196,2,1,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22927,FW,196,2,1,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22928,FW,196,2,1,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 2,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22929,FW,196,2,2,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22930,FW,196,2,2,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22931,FW,196,2,2,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22932,FW,196,2,2,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 3,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22933,FW,196,2,3,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22934,FW,196,2,3,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22935,FW,196,2,3,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22936,FW,196,2,3,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 4,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937,FW,196,2,4,1066,SLP1 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22938,FW,196,2,4,1067,SLP2 hot water charging pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22939,FW,196,2,4,118,Circulation circuit temperature,,S16,1,Hot water,Hot water 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22940,FW,196,2,4,1065,Hot water recirculation pump,,U8,0,Hot water,Hot water 5,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22941,FW,197,0,0,98,Return limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22942,FW,197,0,0,99,Power limitation active,,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22943,FW,197,0,0,110,Valve setting station,,U8,0,General,General,1,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22944,FW,197,0,0,22021,Plant flow sensor set temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945,FW,197,0,0,21059,Plant flow sensor actual temp.,,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22946,FW,197,0,0,22055,AVP pump,,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22947,FW,197,0,0,22056,YAV pump,,S8,0,General,General,1,0,1,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22948,FW,197,0,0,21092,Buffer fill level,,U8,0,General,General,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22949,FW,197,0,0,21093,Pressure,,U16,0,General,General,1,0,0,No,kPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22950,FW,197,1,0,1021,mixer,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22951,FW,197,1,0,1020,Pump,,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
